Jugador;Equipo;Posición principal;Posiciones;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases recibidos /90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Goles recibidos;Goles recibidos/90;Remates en contra;Remates en contra/90;Porterías imbatidas en los 90;Paradas, %;xG en contra;xG en contra/90;Goles evitados;Goles evitados/90;Pases hacía atrás recibidos del arquero/90;Salidas/90;Duelos aéreos en los 90;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %;
T. Figueroa;Copiapó;CF;CF;32;300000;2024-12-31;25;1207;4;3,18;1;0,13;31,09;37,65;Argentina;Argentina;izquierdo;191;87;no;5,14;4,25;57,89;9,69;47,69;0,52;0,8;0,07;2,16;3,32;1,64;3;0,22;1;0,07;1,86;0,3;3;0,22;0,24;2;0,15;32;2,39;43,75;12,5;0,07;0,15;0;0,07;0;0,07;0;0,07;1,42;52,63;12;24,22;3,28;0,52;0;6,79;1,27;0,97;14,76;71,72;2,61;57,14;3,95;83,02;5;68,66;13,27;73,03;1,34;66,67;16,34;16,15;0,01;0,3;0;0;0,22;33,33;0,22;1,86;60;0,52;42,86;0,15;50;0,37;0,07;1,79;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;100;
F. Campos;Everton;RB;RB;30;300000;2025-12-31;19;1610;1;0,25;0;0,67;15,2;56,62;Chile;Chile;derecho;179;78;no;9,73;7,66;64,23;2,35;54,76;0,17;0,24;0,22;4,64;6,6;0,78;3;0,17;0;0;1,79;0,06;1;0,06;0,01;1;0,06;3;0,17;66,67;33,333;0;1,84;42,42;0;0;1,79;43,75;0,17;1,23;72,73;2,91;44,23;0,5;0,28;0,06;20,18;0,78;0,34;32,09;82,75;13,86;79,03;3,58;96,88;10,4;88,17;25,77;88,94;4,7;64,29;20,69;35,82;0,04;0,39;0;0;0;0;0,11;3,75;68,66;2,01;61,11;0,11;100;0,39;0,67;7,99;72,03;0;;0;;0;0;0;0;;;1,06;;;0,06;0;0;0;0;0;
S. Magnasco;Unión Española;LB;LB, RB;32;300000;2024-12-31;16;949;2;0,69;1;0,25;16,22;46,78;Chile;Chile, Italy;derecho;175;72;no;9,2;7,87;53,01;1,99;23,81;0,76;1,17;0,28;4,27;6,55;1,71;3;0,28;1;0,09;1,61;0,19;2;0,19;0,07;1;0,09;8;0,76;25;25;0,09;1,52;18,75;0,76;25;0,66;14,29;0;1,71;61,11;4,17;50;0,95;1,14;0,19;27,12;1,61;0,57;38,69;81,37;15,17;76,25;4,84;88,24;11,19;81,36;34,14;85,83;3,13;60,61;17,09;22,93;0,02;0,47;0,19;0;0,09;100;0,19;3,79;80;1,8;36,84;0,28;66,67;0,38;0,28;7,49;70,89;0;;0;;0;0;0;0;;;0,09;;;0,09;0;0;0;0;0;
A. Chávez;Coquimbo Unido;CF;CF;33;275000;;18;1273;3;5;1;1;24,53;35,45;Argentina;Argentina;izquierdo;185;77;no;1,84;1,2;58,82;7,35;42,31;0,07;0,1;0,07;1,06;1,47;0,64;4;0,28;1;0,07;2,69;0,21;3;0,21;0,35;1;0,07;37;2,62;35,14;8,108;0,07;1,63;30,43;1,48;33,33;0,14;0;0,28;2,26;53,13;9,97;29,08;4,67;0,49;0,07;9,76;1,41;1,2;14,49;56,59;4,03;43,86;2,62;86,49;4,38;56,45;12,3;62,07;0,78;27,27;16,29;20,14;0,07;0,57;0,07;0;0,28;25;0,21;1,56;36,36;1,63;30,43;0,28;25;0,78;0,21;1,48;57,14;0;;0;;0;0;0;0;;;0;;;0,07;0;0;0;0;0;
J. Soto;Cobreloa;RB;RB, RW, RAMF;30;250000;2024-12-31;8;506;0;0;0;0,11;25,79;46,21;Chile;Chile;derecho;180;74;no;7,83;8,36;61,7;6,23;25,71;0,18;0,24;0,18;2,49;3,33;1,96;4;0,71;1;0,18;1,6;0;0;0;0;0;0;0;0;0;0;0;2,13;33,33;0;0;2,13;33,33;0,53;1,6;55,56;6,94;41,03;0,18;0,89;0,18;13,16;2,13;2,31;23,3;70,23;10,85;63,93;2,85;93,75;5,87;72,73;17,96;78,22;3,2;50;20,41;36,29;0,02;0,71;0,18;0;0;0;0;2,67;73,33;1,78;40;0;0;0;0,71;4,98;67,86;0;;0;;0;0;0;0;;;0,36;;;0;0;0;0,18;0;0;
I. Jara;Coquimbo Unido;AMF;AMF, CF, LCMF;27;250000;2024-12-31;8;170;1;0,52;1;1,4;;;Chile;Chile;izquierdo;168;60;no;;;;;;;0;;;0,91;;0;;0;;;;1;;;0;;6;;;16,667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,66;29,98;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
G. Sosa;Palestino;CF;CF;35;250000;;25;1951;8;11,14;1;0,76;24,08;30,84;Argentina;Argentina;derecho;185;80;no;2,31;1,94;50;9,18;37,69;0,05;0,07;0,09;1,29;1,94;1,75;5;0,23;0;0;1,43;0,37;6;0,28;0,51;1;0,05;54;2,49;35,19;14,815;0,05;0,6;23,08;0,37;37,5;0,18;0;0,09;0,88;36,84;8,26;24,58;4,01;0,37;0,09;7,8;2,4;1,34;13,1;63,73;3,92;58,82;2,63;85,96;3,46;56;11,39;67,21;1,11;50;17,12;18,57;0,04;0,42;0,05;0,05;0,14;66,67;0,23;2,08;44,44;0,97;47,62;0,23;60;0,74;0,14;1,52;84,85;0;;0;;0;0;0;0;;;0;;;0;0;0;0;3;66,667;
C. Bravo;Cobreloa;RW;RW, CF, RAMF;31;250000;;22;1391;1;1,99;2;0,93;15,4;43,7;Chile;Chile;derecho;169;78;no;5,24;4,92;60,53;2,14;33,33;0,26;0,39;0,13;2,01;2,99;1,29;6;0,39;2;0,13;1,81;0,06;1;0,06;0,13;0;0;25;1,62;24;4;0,13;2,39;27,03;0,13;0;2,26;28,57;0,19;1,62;48;6,66;37,86;1,55;1,16;0,19;16,76;1,68;1,1;22,77;77,27;5,5;64,71;5,18;88,75;8,48;82,44;18,44;84,91;2,01;67,74;19,68;28,04;0,06;0,91;0,06;0;0;0;0,19;2,85;68,18;1,81;39,29;0,13;100;0,26;0,65;3,95;75,41;0;;0;;0;0;0;0;;;0,19;;;1,29;0;0;0,91;0;0;
M. Wassenne;Everton;RW;RW;23;250000;;12;324;0;0,49;0;0,58;;;Chile;Chile, Germany;derecho;172;74;no;;;;;;;1,36;;;2,73;;1;;0;;;;0;;;0;;6;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,95;8,41;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Parot;Universidad Católica;LCB;LCB, LB;35;250000;2024-12-31;17;986;0;0,05;0;0;13,33;50,68;Chile;Chile;izquierdo;180;74;no;8,22;4,93;68,52;3,29;36,11;0,37;0,63;0,37;4,47;7,66;0,55;5;0,46;0;0;1,46;0;0;0;0;0;0;2;0,18;50;0;0;0,82;55,56;0,73;50;0,09;100;0,18;1,19;76,92;2,74;46,67;0,09;0,37;0,09;29,3;0,18;0,37;41,35;84,11;20,54;78,22;1,64;88,89;15,24;92,81;34,05;89,54;6,66;60,27;21,41;34,46;0;0;0;0,09;0,27;0;0;5,66;62,9;0,82;33,33;0,55;33,33;0;0,37;9,58;72,38;0;;0;;0;0;0;0;;;0,37;;;0,18;0;0;0;0;0;
R. Caroca;Ñublense;LCB;LCB;35;250000;;27;2679;0;0,43;0;0;14,55;58,66;Chile;Chile;derecho;170;67;no;10,95;5,81;68,79;5,17;51,3;0,77;1,1;0,54;6,18;8,79;0,91;7;0,24;0;0;0,07;0;0;0;0,01;0;0;3;0,1;0;0;0;0;0;0;0;0;0;0;0,2;33,33;0,91;48,15;0,37;0,27;0,03;16,86;0,17;0,84;28,92;88,85;11,93;81,13;2,96;93,18;10,28;96,73;25,9;92,09;3,02;61,11;18,84;31,42;0;0,07;0;0,03;0;0;0;2,05;62,3;0,07;0;0,1;33,33;0,1;0;4,03;61,67;0;;0;;0;0;0;0;;;2,22;;;0;0;0;0;0;0;
P. Rubio;Ñublense;CF;CF;35;250000;2024-12-31;24;1941;9;12,61;1;1,56;23,14;32,67;Chile;Chile;derecho;175;73;no;3,71;2,69;63,79;7,42;33,13;0,05;0,07;0,23;1,95;2,88;1,11;8;0,37;1;0,05;1,76;0,42;7;0,32;0,58;2;0,09;61;2,83;40,98;14,754;0,05;1,11;25;0,46;10;0,6;38,46;0,09;0,88;26,32;7,47;21,12;4,31;0,88;0,23;15,35;2,78;0,83;22,58;75,98;4,87;68,57;5,94;82,81;6,12;75,76;20,77;79,24;0,79;58,82;15,17;18,18;0,07;0,7;0,05;0,05;0,23;40;0,23;1,95;71,43;1,53;45,45;0,28;50;1,11;0,19;2,5;74,07;0;;0;;0;0;0;0;;;0,37;;;0;0;0;0;4;50;
R. De La Fuente;Deportes Iquique;LB;LB;33;250000;2025-12-31;13;956;0;0,05;0;0,2;18,64;45,96;Chile;Chile;izquierdo;176;71;no;9,88;8,19;55,17;3,01;37,5;0,66;1,04;0,28;4,71;7,43;1,51;1;0,09;0;0;1,51;0;0;0;0,01;0;0;1;0,09;0;0;0;1,13;33,33;1,13;33,33;0;0;0,09;2,17;52,17;4,9;40,38;0;0,85;0,09;21,46;1,22;0,85;33,04;82,62;14,22;72,85;4,9;94,23;8,85;87,23;27,87;89,19;4,14;52,27;17,3;31,78;0,02;0,19;0;0;0;0;0;4,05;79,07;1,51;37,5;0,19;0;0,38;0,28;7,81;72,29;0;;0;;0;0;0;0;;;0,56;;;0;0;0;0,19;0;0;
J. Garro;Palestino;LW;LW, RW, LWF;31;250000;2025-12-31;8;360;0;0,29;0;0,31;;;Argentina;Argentina;derecho;179;71;no;;;;;;;0;;;2,92;;0;;0;;;;0;;;0;;4;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,69;11,86;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
F. Lobos;Cobresal;LW;LW, LAMF, CF;25;250000;2024-12-31;21;989;0;2,82;2;0,97;30,49;34,03;Chile;Chile;derecho;182;78;no;5,92;6,92;61,84;3,28;38,89;0,18;0,25;0,09;1,46;2,03;1,37;1;0,09;0;0;3,64;0;0;0;0,26;0;0;21;1,91;38,1;0;0,18;1,73;21,05;1,46;25;0,27;0;0,46;5,46;46,67;17,29;24,21;2,55;2,46;0,18;13,29;1;1,37;20,02;76,82;4,82;60,38;5,1;91,07;6,1;83,58;17,02;82,89;1,27;71,43;17,14;16,93;0,09;0,46;0;0,09;0,27;0;0,36;2,09;65,22;1,73;52,63;0,55;16,67;0,73;0,46;3,19;60;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0;
N. Peñailillo;Unión Española;LB;LB;33;250000;2024-12-31;14;508;0;0,06;0;0,03;15,59;56,82;Chile;Chile;izquierdo;176;75;no;6,73;4,96;64,29;4,61;69,23;0,35;0,53;0,18;3,19;4,74;0,89;3;0,53;0;0;1,42;0;0;0;0,01;0;0;2;0,35;0;0;0;1,06;33,33;1,06;33,33;0;0;0;1,95;54,55;3,01;41,18;0,71;1,06;0,53;20,55;2,3;0,35;30,65;71,68;15,06;67,06;3,54;85;7,8;81,82;23,74;80,6;6,02;41,18;20,57;36,87;0,01;0,35;0;0;0;0;0;4,43;56;1,42;25;1,06;16,67;0,35;0,35;7,26;73,17;0;;0;;0;0;0;0;;;0,18;;;0;0;0;0;0;0;
B. Ogaz;Cobreloa;LCMF;LCMF;24;225000;2024-12-31;6;181;0;0,09;0;0;;;Chile;Chile;derecho;0;0;no;;;;;;;0;;;2,57;;2;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,59;26,19;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
J. Bauman;Coquimbo Unido;CF;CF, AMF;33;225000;2024-12-31;10;587;2;2,5;0;0,48;18,55;28,1;Argentina;Argentina;derecho;178;73;no;1,69;1,69;45,45;7,21;27,66;0;0;0;0,92;1,12;0,77;0;0;0;0;1,23;0,31;2;0,31;0,38;1;0,15;16;2,45;50;12,5;0;0,15;0;0,15;0;0;0;0;0,46;0;5,98;23,08;2,45;0,31;0;12,88;0,77;1,53;19,47;71,65;4,75;58,06;5,21;94,12;3,99;57,69;18,55;75,21;0,77;0;13,65;9,97;0,07;0,77;0;0;0;0;0,31;2,45;43,75;1,38;55,56;0,46;0;0,77;0;1,69;72,73;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;0;
A. Camargo;Coquimbo Unido;LCMF;LCMF, RCMF, LDMF;35;225000;2024-12-31;28;2085;1;2,02;0;0,44;15,71;50;Argentina;Argentina, Chile;derecho;175;70;no;10,23;6,52;56,29;4,14;37,5;0,91;1,11;0,39;5,65;6,93;1,73;8;0,35;0;0;0,39;0,04;1;0,04;0,09;1;0,04;15;0,65;40;6,667;0;0,13;0;0;0;0,13;0;0;0,26;50;2,42;53,57;0,86;0,13;0;23,53;0,26;1,51;38,29;85,79;11,01;72,55;4,27;96,97;17,01;91,88;33,84;90,05;4,32;55;17,94;31,5;0,02;0,52;0;0,04;0;0;0,04;6;73,38;0,43;30;0,13;0;0,22;0;5,53;71,88;0;;0;;0;0;0;0;;;0,35;;;0,04;0;0;0;0;0;
A. Ramos;Deportes Iquique;CF;CF, RWF;32;225000;2024-12-31;24;1347;5;6,66;1;1,14;19,64;33,33;Chile;Chile;derecho;167;70;no;5,01;4,48;44,78;5,08;30,26;1,4;2,27;0;1,6;2,59;1,87;3;0,2;0;0;1,67;0,33;4;0,27;0,45;1;0,07;28;1,87;46,43;17,857;0,07;0,8;25;0;0;0,8;25;0,2;1,07;56,25;5,28;26,58;3,27;0,33;0;12,09;2,14;0,53;17,04;73,73;4,01;61,67;3,74;87,5;4,81;76,39;15,03;77,33;1,2;61,11;15,47;23,19;0,08;0,73;0,07;0;0,2;0;0,2;1,94;72,41;1,4;42,86;0,33;20;1;0,27;2,07;77,42;0;;0;;0;0;0;0;;;0,07;;;0;0;0;0;2;50;
L. Navarro;Cobresal;DMF;DMF, RCMF, LCMF;32;200000;;13;900;1;0,52;0;0;10,8;51,85;Argentina;Argentina;derecho;183;79;no;7,2;4,1;56,1;1,7;47,06;0,8;1,14;0,4;4,1;5,86;0,7;4;0,4;1;0,1;1;0,1;1;0,1;0,05;0;0;12;1,2;25;8,333;0;0,5;40;0;0;0,5;40;0;0,9;55,56;3,2;56,25;0,5;0,8;0,1;26,4;0,1;1,3;39,8;86,93;12,8;71,88;4,3;97,67;18,6;93,01;35,7;91,04;3,6;52,78;21,06;36,62;0;0;0;0;0,2;0;0,1;6,9;69,57;0,6;16,67;0,5;0;0;0,1;6,9;76,81;0;;0;;0;0;0;0;;;0,3;;;0,5;0,4;50;0;0;0;
A. Astudillo;Universidad Católica;RB;RB;24;200000;;5;208;0;0;0;0,09;;;Venezuela;Venezuela, Chile;derecho;0;0;no;;;;;;;0;;;5,83;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,19;21,86;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
G. Collao;Audax Italiano;GK;GK;27;200000;2024-12-31;3;237;0;0;0;0;;;Chile;Chile;derecho;191;93;no;;;;;;;0;;;3,53;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,66;55,39;;;;;;;;;;;;;;;;;;4;;16;;0;75;5,66;;1,66;;;;;;;;;0;0;
D. Fiamengo;Unión La Calera;RB;RB;21;200000;2024-12-31;5;269;0;0,03;0;0;;;Chile;Chile;derecho;182;77;no;;;;;;;0;;;7,03;;1;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,72;33,94;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
A. Max;Unión La Calera;RCMF;RCMF, LCMF;32;200000;2025-12-31;4;146;0;0,23;0;0,01;;;Argentina;Argentina;derecho;168;69;no;;;;;;;2,31;;;4,62;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,63;9,1;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
B. Romo;Unión La Calera;LCB;LCB, RCB;35;200000;;8;430;0;0;0;0;17,16;65,85;Chile;Chile;izquierdo;186;86;no;12,14;8,16;69,23;3,98;52,63;0,42;0,57;0,42;6,07;8,21;0,63;0;0;1;0,21;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21;100;1,26;83,33;0,42;0;0,21;17,79;0,21;0,84;30,14;84,03;12,56;68,33;1,88;88,89;12,35;96,61;25,95;88,71;4,19;55;17,32;27,22;0;0;0;0;0;0;0;3,14;46,67;0,21;0;0,21;0;0;0;4,81;56,52;0;;0;;0;0;0;0;;;0,63;;;0;0;0;0;0;0;
P. Vargas;Copiapó;RCB;RCB, CB;31;200000;2024-12-31;21;2025;3;2,24;0;0,06;10,27;58,01;Chile;Chile;derecho;175;70;no;7,82;4,04;58,24;2,71;70,49;0,04;0,06;0,76;5,42;7,28;0,58;5;0,22;1;0,04;0,44;0,13;1;0,04;0,1;1;0,04;10;0,44;60;30;0;0,13;33,33;0,09;50;0,04;0;0,04;0,4;33,33;1,82;26,83;0,4;0,13;0;13,56;0,27;0,4;25,56;77,91;12;64,81;1,96;95,45;9,87;90,99;17,82;88,03;7,64;54,65;27,17;44,61;0;0,09;0,04;0;0;0;0,04;5,11;55,65;0,98;40,91;1,2;48,15;0,44;0,09;6,4;65,97;0;;0;;0;0;0;0;;;1,6;;;0,04;0,04;0;0;2;100;
F. Alarcón;Cobresal;LCB;LCB;34;200000;;25;2533;2;2,54;0;0;15,14;59,39;Chile;Chile;derecho;188;90;no;9,95;6,86;71,5;4,58;53,49;0,46;0,63;0,39;4,58;6,27;1,14;8;0,28;0;0;0,28;0,07;2;0,07;0,09;1;0,04;12;0,43;33,33;16,667;0;0;0;0;0;0;0;0;0,25;42,86;1,53;37,21;0,75;0,57;0,21;21;0,25;0,5;33,93;87,85;13,82;78,41;1,85;94,23;16,06;96,46;29,95;91,81;3,98;58,04;23,09;47,94;0;0;0,07;0;0,07;50;0;2,45;60,87;0,14;0;0,14;25;0,07;0;5,01;55,32;0;;0;;0;0;0;0;;;1,46;;;0;0;0;0;0;0;
M. Muñoz;Unión La Calera;RDMF;RDMF, RCMF, LCMF;28;200000;2025-12-31;22;1040;1;0,65;2;0,59;14,54;57,14;Argentina;Argentina, Chile;derecho;183;77;si;10,04;6,66;71,43;3,2;54,05;0,78;1,08;0,52;4,5;6,24;1,99;8;0,69;0;0;0,17;0,09;1;0,09;0,06;1;0,09;2;0,17;100;50;0,17;0,35;0;0;0;0,35;0;0;0,17;0;2,08;33,33;0,35;0,09;0;13,33;0,35;0,61;24,14;72,04;10,47;59,5;2,86;93,94;8,65;82;20,68;78,66;3,12;36,11;18,28;19,14;0,05;0,52;0;0;0;0;0,17;4,07;59,57;0,52;16,67;0,09;100;0,17;0;4,76;60;0;;0;;0;0;0;0;;;0,61;;;0;0;0;0;0;0;
R. González;Colo Colo;RCB;RCB, LCB;33;200000;2024-12-31;9;623;1;0,27;0;0;12,71;56,82;Argentina;Argentina, Chile;derecho;185;81;no;7,51;5,78;75;4,19;44,83;0,14;0,27;0,43;3,03;5,63;0,87;1;0,14;0;0;0,29;0,14;1;0,14;0,04;1;0,14;2;0,29;100;50;0;0;0;0;0;0;0;0;0,14;0;0,72;20;0,29;1,44;0;39,58;0,29;0;55,91;89,92;20,51;80,99;2,17;93,33;27,3;97,35;49,7;94,48;6,21;53,49;21,02;30,69;0;0;0;0;0;0;0;5,92;68,29;0,87;16,67;0,87;0;0,14;0;7,95;67,27;0;;0;;0;0;0;0;;;1,59;;;0;0;0;0;0;0;
A. Farías;Universidad Católica;DMF;DMF, RCMF, LCMF;36;200000;2024-12-31;21;1756;0;0,18;0;0,17;18,91;60,7;Argentina;Argentina, Chile;derecho;178;73;no;12,86;8,71;71,76;2,15;52,38;0,92;1,45;0,31;5,69;8,95;1,44;11;0,56;1;0,05;0,62;0;0;0;0,01;0;0;7;0,36;0;0;0;0,15;0;0,1;0;0,05;0;0,05;0,77;80;4,61;51,11;0,26;0,77;0,21;26,55;0,15;1,74;43,05;79,52;15,07;65,65;4,56;93,26;17,84;86,49;37,31;84,2;5,59;50,46;19,6;37,27;0,01;0,26;0;0;0,05;0;0,1;6,97;57,35;1,23;33,33;0,67;30,77;0,41;0,05;7,89;65,58;0;;0;;0;0;0;0;;;1,13;;;0,05;0;0;0,05;0;0;
C. Labrín;Ñublense;RCB;RCB;33;200000;;24;2092;0;0,83;0;0;13,98;57,85;Chile;Chile;derecho;181;81;no;9,29;5,72;70,68;3,61;46,43;0,34;0,48;0,77;4,9;6,9;0,56;7;0,3;0;0;0,3;0;0;0;0,04;0;0;5;0,22;40;0;0;0,09;50;0,04;0;0,04;100;0,04;0,22;80;1,25;51,72;0,34;0,34;0,09;17,08;0,39;0,65;27,96;85,54;13,21;78,5;1,98;91,3;10,67;94,35;21,55;90,02;6,32;70,75;24,18;38,63;0;0;0;0;0;0;0,04;4,82;71,43;0,73;52,94;0,69;37,5;0,3;0;6,54;75,66;0;;0;;0;0;0;0;;;1,51;;;0;0;0;0;0;0;
N. Meza;Palestino;RCMF;RCMF, LCMF;22;200000;;7;142;0;0,02;0;0;;;Chile;Chile;derecho;172;68;no;;;;;;;2,5;;;8,75;;0;;0;;;;0;;;0;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,24;21,14;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
N. Sepúlveda;Cobresal;RCMF;RCMF, LCMF, RDMF;32;200000;;14;741;0;0,55;1;0,44;17,49;52,08;Chile;Chile;izquierdo;167;72;no;8,5;9,6;51,9;1,34;36,36;0,36;0,52;0,36;3,16;4,51;1,34;4;0,49;0;0;1,58;0;0;0;0,07;0;0;7;0,85;28,57;0;0,12;0,97;37,5;0,36;33,33;0,36;33,33;0,12;1,58;61,54;4,62;63,16;0,73;0,49;0,24;29,03;0;1,94;42,63;88,32;15,43;83,46;4,86;90;17,61;93,79;36,56;92,69;5,1;66,67;20,45;39,23;0,05;0,85;0;0;0,12;0;0,36;9,11;77,33;2,19;50;0,85;42,86;0,73;0,36;7,41;88,52;0;;0;;0;0;0;0;;;0,24;;;0;0;0;0;0;0;
H. Salinas;Deportes Iquique;LB;LB;34;200000;;17;1338;2;1,28;2;1,85;16,28;55,37;Chile;Chile;izquierdo;170;69;no;10,43;6,73;59;2,89;46,51;0,74;1,18;0,34;5,72;9,14;1,28;6;0,4;0;0;2,35;0,13;2;0,13;0,09;1;0,07;15;1,01;20;13,333;0,13;2,89;34,88;2,83;33,33;0,07;100;0,4;1,75;65,38;4,04;58,33;0,87;1,48;0,27;23,21;0,81;1,41;35,04;75,43;15,47;67,39;4,51;94,03;11,03;82,93;24,96;85,98;7,47;54,95;23,28;37,97;0,12;0,81;0;0,07;0;0;0,4;4,91;56,16;3,23;43,75;0,61;33,33;0,94;0,81;8,88;70,45;0;;0;;0;0;0;0;;;1,35;;;0,67;0,27;0;0,67;0;0;
A. Cáceres;Unión La Calera;RB;RB, RW, RCMF;24;200000;2024-12-31;3;103;0;0;0;0;;;Chile;Chile;derecho;179;72;no;;;;;;;0;;;5,45;;0;;0;;;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,91;22,55;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
E. Vecchio;Unión Española;AMF;AMF, CF, LCMF;35;200000;2024-12-31;20;1482;6;3,43;5;3,31;12,69;32,54;Argentina;Argentina, Italy;derecho;177;84;no;1,4;1,52;56;1,15;10,53;0,12;0,2;0;0,43;0,68;0,61;5;0,3;0;0;2,61;0,36;5;0,3;0,21;1;0,06;24;1,46;45,83;25;0,3;0,67;63,64;0,55;77,78;0,12;0;0,12;2,19;52,78;8,38;33,33;2,61;1,21;0,18;39,29;1,76;1,21;46,4;87,17;10,87;70,95;8,26;96,32;19,01;91,05;41,84;88,82;3,95;72,31;17,66;28,95;0,2;1,52;0;0,06;1,28;28,57;0,61;7,89;84,62;3,4;58,93;1,88;38,71;2,25;0,43;7,41;81,97;0;;0;;0;0;0;0;;;0,3;;;0,91;0,12;50;2,43;1;100;
M. Morales;Unión La Calera;LCMF;LCMF, RCMF, RDMF;24;200000;2025-12-31;5;125;0;0,12;0;0;;;Chile;Chile;izquierdo;169;69;si;;;;;;;3,91;;;7,83;;0;;0;;;;0;;;0;;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,76;4,48;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
D. Acevedo;Unión Española;LCMF;LCMF, CF;23;175000;;2;74;0;0,17;0;0,04;;;Chile;Chile;derecho;172;65;no;;;;;;;6,92;;;4,62;;0;;0;;;;0;;;0;;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,75;11,05;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;;;;;;;;;;0;0;
